name,c_K2CO3,c_KHCO3,Total,Wavenumber,R1-1,R1-2,R1-3,R2-1,R2-2,R2-3,R3-1,R3-2,R3-3,R4-1,R4-2,R4-3,R5-1,R5-2,R5-3,R6-1,R6-2,R6-3,R7-1,R7-2,R7-3,R8-1,R8-2,R8-3,R9-1,R9-2,R9-3,R10-1,R10-2,R10-3,R11-1,R11-2,R11-3
,,,,3500.80104,103.62024,104.5187,104.41945,106.7749,106.94222,105.97498,106.97313,107.05439,105.84563,108.14353,106.81247,106.80658,103.7874,103.26327,102.2575,100.24054,99.41216,99.6203,101.84673,100.70057,100.99239,102.33091,101.56626,101.36701,101.80388,102.61063,102.32126,101.69838,101.94883,101.72684,99.6257,99.74045,99.60726
,,,,3502.72986,103.56174,104.40062,104.36176,106.7574,106.92719,105.91385,106.94173,106.94256,105.90967,108.34308,107.0608,107.01057,103.88633,103.34637,102.37121,100.2891,99.34743,99.551,101.79712,100.70303,101.00294,102.27737,101.46357,101.29996,101.6775,102.5081,102.17264,101.56953,101.70503,101.72742,99.66485,99.69641,99.46641
,,,,3504.65867,103.51653,104.37448,104.25568,106.58728,106.81815,105.84674,106.69351,106.66102,105.61818,108.00709,106.68926,106.76466,103.58682,103.12864,102.12823,100.14697,99.21305,99.46308,101.7298,100.70835,100.94459,102.22002,101.39937,101.33091,101.60312,102.40654,102.17485,101.50681,101.69107,101.69576,99.71732,99.78291,99.42465
,,,,3506.58749,103.57871,104.43817,104.22571,106.39974,106.71015,105.80357,106.52141,106.47953,105.38667,107.76905,106.47551,106.5416,103.4332,103.02203,101.94544,100.02542,99.19812,99.38802,101.68091,100.66758,100.92058,102.14884,101.44488,101.32502,101.5955,102.38521,102.23176,101.5409,101.80983,101.58007,99.69156,99.84201,99.49297
,,,,3508.5163,103.60464,104.43255,104.38221,106.30662,106.67799,105.79181,106.47223,106.52363,105.45388,107.91554,106.63704,106.61564,103.49851,103.10284,102.03083,100.02021,99.26942,99.40767,101.65488,100.65163,100.94872,102.21738,101.47094,101.24695,101.63252,102.37512,102.1698,101.57975,101.7141,101.55064,99.65443,99.78866,99.60112
,,,,3510.44512,103.478,104.3109,104.32549,106.20027,106.57281,105.69601,106.34155,106.47668,105.37628,107.76075,106.49739,106.57175,103.38351,103.04719,101.98171,99.99418,99.22396,99.41268,101.52788,100.63771,100.94339,102.16143,101.41744,101.24873,101.65182,102.38087,102.16289,101.59049,101.56992,101.55254,99.63896,99.69914,99.63064
,,,,3512.37394,103.46015,104.32823,104.25492,106.18506,106.54499,105.64364,106.32856,106.3301,105.25528,107.43863,106.24442,106.38049,103.26354,102.89478,101.84376,99.95611,99.15956,99.38647,101.49905,100.69117,101.00126,102.13962,101.47493,101.41012,101.68113,102.45743,102.27471,101.68032,101.63706,101.57227,99.70227,99.73156,99.66803
,,,,3514.30275,103.40963,104.28753,104.16421,106.08223,106.52562,105.52185,106.21427,106.16711,105.12126,107.2614,106.08765,106.19242,103.16944,102.68025,101.72466,99.81083,99.08639,99.33226,101.48518,100.6136,101.0066,102.14601,101.50889,101.45439,101.66768,102.41884,102.22602,101.61774,101.6397,101.54608,99.7078,99.81636,99.61805
,,,,3516.23157,103.25835,104.21738,104.03086,105.92945,106.37752,105.31082,106.00174,105.92736,104.9147,107.18034,105.95681,106.04709,102.99143,102.51248,101.66232,99.70425,98.90751,99.26832,101.35324,100.55207,100.85843,102.09788,101.38087,101.29875,101.56145,102.28925,102.04362,101.41305,101.51195,101.42916,99.63622,99.81027,99.54371
,,,,3518.16038,103.29761,104.25079,103.99168,105.96161,106.27239,105.24984,105.91703,105.85089,104.82949,107.2241,105.99345,106.08366,102.99535,102.53581,101.7046,99.78184,98.89576,99.25469,101.31236,100.55431,100.7826,102.04474,101.253,101.21692,101.47773,102.23034,101.92665,101.33645,101.49697,101.34299,99.5692,99.76886,99.57995
,,,,3520.0892,103.32401,104.15888,103.83874,105.87219,106.09712,105.16044,105.81217,105.81434,104.79475,107.33058,106.12434,106.10593,103.04924,102.53964,101.64439,99.69415,98.83324,99.1278,101.19822,100.47944,100.66881,101.90456,101.12837,101.15962,101.3073,102.08003,101.78921,101.22869,101.38002,101.25604,99.43825,99.56174,99.4149
,,,,3522.01802,103.31422,104.0863,103.89379,105.76128,106.00669,105.08286,105.81708,105.87701,104.88208,107.60624,106.39058,106.31834,103.20354,102.70176,101.75214,99.6802,98.80763,99.06398,101.20228,100.39761,100.5493,101.8257,101.09856,101.01776,101.17227,101.94041,101.67314,101.02905,101.16838,101.15642,99.32838,99.42373,99.18717
,,,,3523.94683,103.22156,104.02597,104.00359,105.75117,106.02738,105.00594,105.83089,105.93231,104.85924,107.84227,106.52799,106.52033,103.31351,102.92008,101.90457,99.73275,98.81688,99.0354,101.27169,100.33418,100.47119,101.78109,101.10526,100.94545,101.09855,101.87773,101.62372,100.93306,101.02554,101.04365,99.20671,99.40469,99.13
,,,,3525.87565,103.12738,104.05078,103.95705,105.67785,106.02888,104.99163,105.8626,105.85035,104.84824,107.80224,106.52444,106.61913,103.3077,102.95793,101.91951,99.68472,98.81769,99.00634,101.24436,100.30016,100.48175,101.81095,101.15988,101.0516,101.05433,101.89438,101.6258,100.90242,100.95124,100.95237,99.21611,99.41077,99.16325
,,,,3527.80446,102.99392,103.96758,103.80693,105.52805,105.92208,104.91182,105.76698,105.66631,104.76444,107.67662,106.42473,106.58673,103.16411,102.84257,101.82072,99.58671,98.80914,98.92345,101.16847,100.25007,100.41254,101.77778,101.14922,101.05496,101.03048,101.82208,101.60081,100.8026,100.92085,100.84465,99.28793,99.36968,99.09967
,,,,3529.73328,102.87639,103.78982,103.667,105.43466,105.72155,104.75279,105.53412,105.44704,104.45484,107.17625,105.98065,106.14045,102.85473,102.51393,101.51672,99.42868,98.69227,98.86891,101.0887,100.19809,100.40441,101.74676,101.10463,100.98635,101.09231,101.77375,101.59996,100.7564,100.97864,100.83043,99.3361,99.42185,99.08126
,,,,3531.6621,102.96311,103.76627,103.67113,105.38811,105.60791,104.70359,105.3944,105.31232,104.24955,106.73539,105.65614,105.70344,102.6567,102.30222,101.32517,99.34724,98.64288,98.89988,101.06924,100.24091,100.46703,101.81493,101.1548,101.03547,101.20417,101.84658,101.68429,100.85743,101.06969,100.94058,99.40832,99.50063,99.22362
,,,,3533.59091,103.0118,103.8229,103.69933,105.29361,105.59527,104.67088,105.31657,105.26289,104.25246,106.66764,105.6211,105.533,102.69891,102.2712,101.3738,99.35782,98.70302,98.89058,101.12215,100.25517,100.50042,101.85672,101.22418,101.11817,101.23736,101.86218,101.75163,100.97725,101.12347,100.98166,99.39377,99.50498,99.31723
,,,,3535.51973,102.95499,103.81969,103.65883,105.17191,105.51427,104.5743,105.23736,105.21825,104.26875,106.77758,105.68285,105.57211,102.72966,102.35215,101.40165,99.45774,98.71082,98.85069,101.09392,100.25606,100.49756,101.77937,101.18208,101.0741,101.17424,101.85116,101.59597,100.88473,101.00358,100.90191,99.31143,99.4425,99.22444
,,,,3537.44854,102.81507,103.70842,103.57299,105.08266,105.38014,104.48001,105.07184,105.04596,104.11245,106.56754,105.50376,105.52721,102.58852,102.30124,101.27214,99.39751,98.61319,98.82513,101.02536,100.19682,100.32817,101.75719,101.1089,101.07417,101.11476,101.80725,101.48732,100.78155,100.83156,100.81576,99.28402,99.44911,99.16767
,,,,3539.37736,102.77342,103.64417,103.4673,104.99468,105.32977,104.45152,104.94014,104.9048,103.96815,106.38114,105.34429,105.36708,102.4832,102.14485,101.14894,99.27713,98.50967,98.74403,100.98942,100.08502,100.26518,101.8197,101.08275,101.03985,101.07363,101.7251,101.4816,100.73675,100.8594,100.8485,99.29112,99.45857,99.17034
,,,,3541.30618,102.84643,103.62731,103.54153,104.97219,105.32819,104.41016,105.01958,104.95098,103.99984,106.61339,105.59809,105.485,102.55703,102.2239,101.29069,99.2564,98.57229,98.73427,100.92155,100.02176,100.36924,101.76506,101.03887,100.99001,100.99256,101.69622,101.45335,100.71654,100.85385,100.86888,99.20007,99.39309,99.09771
,,,,3543.23499,102.85812,103.70722,103.61009,104.9547,105.35121,104.35881,105.16053,105.2098,104.25454,107.1217,106.1396,106.02783,102.87011,102.56844,101.61351,99.36248,98.68755,98.7884,100.84649,100.02548,100.37972,101.64287,100.95867,100.94538,100.91249,101.5807,101.37867,100.63085,100.71962,100.75675,99.06636,99.30107,98.99495
,,,,3545.16381,102.76661,103.66818,103.49723,104.9126,105.29002,104.28956,105.06681,105.22416,104.40597,107.3456,106.31293,106.34175,103.06405,102.75023,101.73199,99.29967,98.64369,98.77457,100.86362,99.97522,100.28365,101.59399,100.89305,100.73679,100.79891,101.41107,101.21043,100.35174,100.51656,100.57301,99.00393,99.19344,98.87065
,,,,3547.09262,102.72253,103.5734,103.39093,104.91386,105.2599,104.2304,104.81722,104.94105,104.18341,106.97484,105.94498,105.97933,102.95633,102.52357,101.54207,99.24975,98.53638,98.79629,100.94582,100.05961,100.21139,101.60722,100.88751,100.71358,100.80177,101.42908,101.21458,100.32569,100.53493,100.5115,99.14797,99.19137,98.96672
,,,,3549.02144,102.61544,103.3999,103.29334,104.72114,105.09662,104.0189,104.55134,104.663,103.83175,106.52196,105.54443,105.45625,102.65816,102.17043,101.24667,99.21479,98.4639,98.68542,100.82045,100.04059,100.15503,101.5127,100.82155,100.77782,100.76555,101.41754,101.14047,100.39353,100.5429,100.4866,99.19913,99.18957,99.00574
,,,,3550.95026,102.48535,103.26288,103.23575,104.4897,104.86754,103.80344,104.50663,104.53883,103.74156,106.52978,105.44758,105.39017,102.51451,102.13198,101.17867,99.1561,98.45818,98.60459,100.64225,99.88599,100.12031,101.43892,100.70069,100.67409,100.68934,101.40449,101.04234,100.28997,100.43343,100.38584,99.09685,99.10545,98.87079
,,,,3552.87907,102.43506,103.22642,103.20264,104.41068,104.70919,103.79014,104.52077,104.44216,103.67918,106.40738,105.3276,105.37237,102.44129,102.16165,101.24747,99.13135,98.49742,98.66345,100.66075,99.88895,100.16929,101.40851,100.74599,100.69337,100.68354,101.3787,101.1361,100.27163,100.36725,100.39163,99.03436,99.08387,98.84464
,,,,3554.80789,102.4635,103.19572,103.16245,104.40077,104.66076,103.83929,104.36386,104.27863,103.51623,105.94249,104.95749,105.07213,102.28032,101.96442,101.17286,99.17658,98.46726,98.69627,100.76399,99.98055,100.22358,101.43257,100.86632,100.78613,100.75115,101.35493,101.23406,100.39015,100.48113,100.49553,99.14429,99.1373,98.97995
,,,,3556.7367,102.4835,103.22933,103.05805,104.33607,104.59561,103.8354,104.23808,104.23234,103.47622,105.81131,104.82214,104.93397,102.24404,101.86867,101.17965,99.22516,98.42615,98.7147,100.77048,100.02405,100.18642,101.5018,100.88032,100.73466,100.7434,101.38811,101.19878,100.40316,100.57263,100.50004,99.16356,99.16595,99.01359
,,,,3558.66552,102.48888,103.18065,103.02843,104.33332,104.526,103.77168,104.24215,104.3154,103.47031,105.94669,104.91332,104.99932,102.30197,101.96075,101.27529,99.16057,98.415,98.69075,100.76451,100.00399,100.10062,101.45681,100.81313,100.61957,100.66202,101.35105,101.10408,100.27797,100.46789,100.40789,99.06965,99.1542,98.93628
,,,,3560.59434,102.46528,103.04128,102.9442,104.3215,104.46234,103.70091,104.28088,104.32693,103.42826,106.1217,105.06442,105.16518,102.35121,102.0664,101.28245,99.09077,98.40549,98.55785,100.71844,99.91959,100.04633,101.27273,100.68007,100.49412,100.53157,101.11642,100.96163,100.05382,100.25959,100.21414,98.91916,99.04565,98.80328
,,,,3562.52315,102.54147,103.03582,102.93043,104.35545,104.54767,103.6845,104.40932,104.52383,103.67031,106.53433,105.49957,105.58644,102.54596,102.27958,101.42546,99.27575,98.41229,98.55824,100.66099,99.84055,100.04378,101.21784,100.60947,100.42597,100.43592,100.9837,100.86366,99.95581,100.21889,100.11222,98.79156,98.93697,98.64846
,,,,3564.45197,102.58784,103.07277,102.94798,104.3703,104.67521,103.58781,104.67816,104.93832,104.26162,107.4514,106.41046,106.44803,103.05168,102.79866,101.84963,99.44482,98.49096,98.62176,100.60999,99.82784,100.03934,101.18253,100.52069,100.20881,100.2186,100.91615,100.72012,99.72312,100.03044,99.88563,98.61661,98.74693,98.37357
,,,,3566.38078,102.39169,102.97477,102.75717,104.3268,104.67263,103.34952,104.75493,105.02876,104.56209,108.14394,107.034,106.98547,103.4154,103.22212,102.16684,99.50054,98.66664,98.60126,100.65328,99.71772,99.91675,101.14277,100.39605,99.96091,99.98453,100.82838,100.46294,99.3458,99.65681,99.58773,98.36503,98.51942,98.11167
,,,,3568.3096,102.04947,102.70536,102.533,104.13832,104.47289,103.23637,104.19199,104.34189,103.84923,106.99293,105.89295,105.83507,102.78128,102.62311,101.64796,99.34464,98.63257,98.5399,100.67893,99.72909,99.91685,101.20458,100.45151,100.16237,100.07386,100.84624,100.50247,99.48759,99.83366,99.6749,98.61211,98.66895,98.38057
,,,,3570.23842,102.03971,102.73366,102.7006,103.97886,104.26522,103.32676,103.87218,103.98497,103.338,105.76963,104.75107,104.80336,102.15804,101.97235,101.19613,99.22501,98.55037,98.5815,100.60217,99.89909,100.0949,101.24916,100.60829,100.54559,100.40757,101.04257,100.7816,99.94442,100.20758,100.01945,98.86848,98.92806,98.74729
,,,,3572.16723,102.17064,102.88068,102.90264,103.93744,104.13751,103.38737,103.93736,104.00475,103.24933,105.40273,104.48458,104.57496,102.01868,101.84415,101.13134,99.23065,98.59043,98.72592,100.5938,100.03545,100.26709,101.25961,100.76754,100.72431,100.64505,101.19065,101.01652,100.26022,100.32658,100.30562,98.95952,99.13146,98.97443
,,,,3574.09605,102.14866,102.91481,102.89622,103.86835,104.08238,103.32868,103.92723,103.98215,103.27233,105.40336,104.5855,104.59381,102.04251,101.86645,101.13374,99.22378,98.64362,98.79418,100.60322,100.0322,100.30268,101.19268,100.75246,100.66436,100.54858,101.0925,101.02034,100.29404,100.2577,100.35573,98.9889,99.15172,98.97452
,,,,3576.02486,102.03163,102.8432,102.76029,103.7949,104.06362,103.27599,103.84966,103.86989,103.268,105.4007,104.65504,104.56815,102.06703,101.87003,101.07931,99.24075,98.68616,98.77026,100.65224,100.02768,100.25574,101.16666,100.64285,100.57921,100.37925,100.93804,100.93288,100.21018,100.2073,100.23012,98.99501,99.07746,98.87847
,,,,3577.95368,102.03036,102.70218,102.62278,103.79312,104.04099,103.25486,103.76411,103.79326,103.21502,105.31414,104.54048,104.4683,102.007,101.8604,101.00932,99.28882,98.67728,98.72307,100.66167,100.04476,100.23709,101.19766,100.58873,100.52697,100.30456,100.92444,100.87543,100.1034,100.18337,100.10207,99.00966,99.07293,98.82552
,,,,3579.8825,101.96479,102.60067,102.54419,103.68046,104.00759,103.23949,103.63116,103.79211,103.12313,105.19213,104.4054,104.41027,101.94338,101.80871,101.02292,99.29765,98.67511,98.73696,100.6496,100.03878,100.21234,101.12561,100.59526,100.49734,100.25136,100.95044,100.71986,99.97958,100.09325,100.05473,98.94221,99.04545,98.84604
,,,,3581.81131,101.88629,102.5374,102.51687,103.61241,103.98738,103.23917,103.63059,103.85061,103.1714,105.21725,104.43399,104.50099,102.02505,101.81383,101.15012,99.31656,98.73246,98.76514,100.74526,100.09471,100.1529,101.11475,100.52745,100.47353,100.21507,100.92395,100.65079,99.92438,100.07921,100.08531,98.88794,98.98721,98.83083
,,,,3583.74013,101.9693,102.51444,102.53358,103.74183,103.99899,103.23359,103.9252,104.08794,103.48039,105.66743,104.86275,104.95974,102.33138,102.11345,101.37968,99.41149,98.84084,98.74221,100.8338,100.12154,100.13279,101.12108,100.47263,100.35937,100.16533,100.87037,100.63751,99.79378,100.11458,100.05189,98.79883,98.93562,98.68142
,,,,3585.66894,102.13095,102.65576,102.61196,103.96346,104.11417,103.18287,104.32801,104.51799,104.02884,106.65158,105.7535,105.82798,102.88545,102.67272,101.84588,99.63548,99.00374,98.77488,100.91232,100.08787,100.17039,101.10637,100.42877,100.16451,100.06016,100.82811,100.56276,99.5994,100.02939,99.88775,98.65665,98.80148,98.54272
,,,,3587.59776,102.02372,102.67209,102.45719,104.0482,104.2361,103.10888,104.31856,104.495,104.10137,106.97106,105.99455,106.00468,103.0449,102.94194,102.01086,99.73436,99.09674,98.86354,101.09023,100.08728,100.20851,101.13295,100.44759,100.13264,99.8881,100.80975,100.38252,99.46786,99.75858,99.64982,98.60501,98.74676,98.46905
,,,,3589.52658,101.90736,102.58153,102.35376,103.90012,104.15106,103.13941,103.94261,104.14488,103.6224,105.96559,105.0412,105.01725,102.51646,102.45278,101.67123,99.64109,99.05673,98.95487,101.14001,100.18163,100.28885,101.12742,100.61464,100.34035,99.95716,100.83061,100.53464,99.70347,99.85257,99.8453,98.7666,98.931,98.65362
,,,,3591.45539,102.07614,102.65788,102.49937,103.87734,104.18046,103.25079,103.95448,104.26804,103.60378,105.69914,104.76903,104.80707,102.43,102.35301,101.66064,99.6975,99.16562,99.08266,101.15153,100.29593,100.53488,101.17064,100.81125,100.4774,100.06844,100.95295,100.75701,99.9228,99.99239,100.11482,98.87464,99.03957,98.79313
,,,,3593.38421,102.11548,102.75495,102.72967,103.93956,104.18698,103.25551,104.23333,104.51635,103.84511,106.11008,105.16086,105.23884,102.70005,102.65642,101.90957,99.86224,99.36091,99.21121,101.10692,100.37489,100.67006,101.10922,100.864,100.42028,100.0242,100.95347,100.78214,99.90268,99.79781,100.12015,98.8038,99.03023,98.72297
,,,,3595.31302,102.02217,102.76146,102.84539,103.91553,104.13453,103.21422,104.36167,104.53255,103.99656,106.28079,105.38805,105.43501,102.85242,102.81764,102.04766,100.02524,99.46501,99.3657,101.15048,100.44309,100.70909,101.11012,100.77786,100.43773,100.0053,100.98886,100.8162,99.90139,99.68863,100.10251,98.78332,99.05665,98.75982
,,,,3597.24184,102.01504,102.74577,102.83781,103.86476,104.05986,103.29974,104.39324,104.51474,104.04582,106.10495,105.27636,105.35645,102.85364,102.71271,101.97614,100.12204,99.55926,99.46325,101.20668,100.54134,100.71867,101.18762,100.79598,100.54824,100.01158,101.03533,100.87257,99.94923,99.81977,100.2113,98.86924,99.12893,98.88391
,,,,3599.17066,101.99832,102.72397,102.76664,103.7784,103.97562,103.29637,104.37358,104.51785,104.06613,105.9874,105.24936,105.36694,102.83668,102.69024,101.97222,100.13563,99.6261,99.51761,101.18085,100.58128,100.69689,101.14152,100.83377,100.4868,99.99617,101.02477,100.8913,99.98495,99.80974,100.2511,98.83929,99.07984,98.91028
,,,,3601.09947,101.8297,102.58617,102.55275,103.65265,103.83065,103.12993,104.14888,104.27156,103.87497,105.67536,104.96141,105.02528,102.61687,102.49373,101.84249,100.05841,99.56726,99.49979,101.21469,100.59096,100.68282,101.12567,100.74063,100.42249,99.95779,100.98563,100.86131,99.94014,99.78794,100.21442,98.85841,99.11198,98.88894
,,,,3603.02829,101.7414,102.43565,102.37302,103.5657,103.75738,103.06253,103.89795,104.00688,103.58013,105.16626,104.43094,104.40495,102.3154,102.16721,101.59586,100.02991,99.48436,99.40089,101.19302,100.59369,100.69073,101.14181,100.69036,100.45578,100.01554,100.97896,100.82249,99.92493,99.92473,100.24125,98.9367,99.19646,98.9481
,,,,3604.9571,101.81417,102.36898,102.32942,103.55442,103.73412,103.06146,103.92778,104.10378,103.60332,105.19002,104.4457,104.41659,102.36544,102.2402,101.63597,100.05104,99.47632,99.3294,101.15389,100.53047,100.68351,101.14043,100.72334,100.39311,100.07075,100.99292,100.76953,99.8909,99.9216,100.231,98.88656,99.11045,98.91191
,,,,3606.88592,101.77079,102.24554,102.2018,103.57206,103.73052,102.96892,104.06289,104.37748,103.9017,105.84047,105.01182,105.05502,102.7182,102.70989,101.94045,100.05032,99.51155,99.3042,101.18609,100.48625,100.58517,101.08804,100.60713,100.1,100.01957,100.91336,100.59243,99.66899,99.81745,100.0404,98.71631,98.89689,98.63489
,,,,3608.81474,101.59983,102.07016,101.96994,103.523,103.65141,102.76019,103.91144,104.28651,103.90419,105.97424,105.07656,105.1371,102.79492,102.78511,101.9394,100.10308,99.53416,99.36657,101.20297,100.42241,100.48642,100.99946,100.49721,99.96507,100.02067,100.82675,100.48042,99.56777,99.81558,99.86524,98.71966,98.80854,98.43349
,,,,3610.74355,101.56184,101.99011,101.97385,103.33081,103.48688,102.60834,103.85859,104.23431,103.88162,105.82771,104.90767,104.97809,102.73,102.62832,101.85669,100.18151,99.57928,99.44472,101.0914,100.43177,100.54215,100.93541,100.50997,100.08649,100.17945,100.83844,100.54243,99.74665,99.89737,99.89984,98.73369,98.8995,98.55471
,,,,3612.67237,101.57778,102.02521,102.06202,103.19509,103.3777,102.50149,104.00585,104.36286,104.05142,106.17128,105.22564,105.24194,102.86784,102.82358,102.07753,100.16819,99.67421,99.57156,101.05973,100.45454,100.58122,100.91154,100.46042,100.12059,100.19607,100.77335,100.53626,99.8222,99.82568,99.91244,98.63941,98.85603,98.60161
,,,,3614.60118,101.48115,102.04136,102.01537,103.24616,103.39671,102.5159,104.08281,104.35801,104.07078,106.134,105.27146,105.26317,102.86021,102.87054,102.16818,100.25247,99.79295,99.69016,101.20217,100.5044,100.65212,100.84949,100.4467,100.11343,100.05555,100.73149,100.51811,99.80888,99.71742,99.91818,98.63569,98.87172,98.58296
,,,,3616.53,101.59246,102.12672,102.0682,103.37861,103.54848,102.65793,104.26783,104.53557,104.29201,106.20043,105.35233,105.40327,103.03603,102.92578,102.28639,100.55867,100.0428,99.76352,101.42494,100.65124,100.90998,100.9331,100.57152,100.13346,100.02203,100.8641,100.59638,99.77455,99.74904,99.99999,98.75924,98.92924,98.67032
,,,,3618.45882,101.62998,102.10896,102.0021,103.56299,103.73267,102.72741,104.38438,104.70465,104.4874,106.54844,105.66994,105.74126,103.37825,103.20468,102.53863,100.69281,100.23622,99.85266,101.58133,100.83334,101.00675,101.05191,100.59211,100.06113,99.94195,100.91904,100.59983,99.65054,99.80962,99.95744,98.76701,98.89399,98.691
,,,,3620.38763,101.47212,101.97925,101.84842,103.59736,103.71369,102.72404,104.09266,104.33907,104.08833,105.74701,104.97032,105.01658,102.97408,102.8983,102.29926,100.59033,100.19685,100.00573,101.66547,100.99097,101.01339,101.08733,100.67967,100.17315,99.91276,100.91163,100.69074,99.74425,99.89433,100.03506,98.89068,98.99575,98.77381
,,,,3622.31645,101.53483,101.99149,101.9258,103.52883,103.68301,102.83126,103.9232,104.13576,103.86121,104.86818,104.1863,104.18755,102.58609,102.4964,102.01316,100.65925,100.28236,100.13371,101.76631,101.17772,101.16928,101.21302,100.86335,100.49722,100.06615,101.06991,100.95619,100.00817,100.04587,100.33299,99.11999,99.23084,99.06285
,,,,3624.24526,101.6834,102.07673,102.07639,103.47953,103.65396,102.9042,104.05141,104.29382,104.01779,104.87861,104.20311,104.24173,102.66497,102.57875,102.051,100.82309,100.43858,100.19169,101.79664,101.28964,101.30587,101.27584,100.95552,100.59142,100.15712,101.14234,101.06872,100.16304,100.05344,100.44273,99.16971,99.38124,99.20175
,,,,3626.17408,101.80276,102.18044,102.25627,103.48311,103.66153,102.91997,104.43524,104.79161,104.62292,105.81828,105.1364,105.21516,103.23745,103.13316,102.55324,100.98214,100.61835,100.316,101.76117,101.27313,101.383,101.16522,100.88174,100.40474,100.06499,101.07509,100.95752,100.08016,99.88974,100.29272,98.92511,99.29875,98.99905
,,,,3628.1029,101.63253,102.07947,102.09963,103.52096,103.75828,102.78031,104.75308,105.22732,105.18261,107.00499,106.18992,106.20907,103.85967,103.90139,103.19435,101.14655,100.71731,100.40388,101.90563,101.06961,101.31605,101.13821,100.64824,100.05253,99.80212,100.90805,100.6217,99.64862,99.63803,99.99626,98.73942,99.0251,98.60493
,,,,3630.03171,101.08132,101.65145,101.56862,103.27733,103.59038,102.48432,104.18146,104.48831,104.42633,106.01692,105.17682,105.19571,103.17658,103.40107,102.64876,100.98754,100.49346,100.32037,101.83268,100.93589,101.11135,101.12437,100.59967,99.97667,99.72751,100.71259,100.42794,99.53671,99.66936,99.8865,98.84438,98.91911,98.61344
,,,,3631.96053,101.14263,101.6011,101.58301,103.06597,103.30246,102.46994,103.83167,104.06484,103.87159,104.75865,104.09275,104.10826,102.52865,102.68398,102.07186,100.95411,100.46657,100.30426,101.73894,101.11999,101.25643,101.10695,100.77445,100.27916,100.11078,100.94957,100.76448,99.9689,100.04002,100.21126,99.04159,99.17589,98.91121
,,,,3633.88934,101.2241,101.57821,101.65458,102.96749,103.16507,102.4796,103.73333,103.92393,103.74501,104.23351,103.63231,103.65246,102.32504,102.47753,101.88858,101.03608,100.62989,100.40567,101.77999,101.27595,101.44248,101.20262,100.90254,100.50723,100.4023,101.15444,100.97176,100.28832,100.26094,100.44337,99.216,99.45016,99.13305
,,,,3635.81816,101.20009,101.5036,101.58803,102.8469,103.06193,102.44077,103.5775,103.69361,103.5002,103.68764,103.15256,103.15609,102.11181,102.22477,101.71503,100.9854,100.70913,100.51677,101.79782,101.3361,101.50887,101.27047,100.93025,100.68047,100.59903,101.23822,101.06388,100.47369,100.41537,100.56812,99.33163,99.52853,99.31543
,,,,3637.74698,101.14581,101.41875,101.43211,102.72735,102.88198,102.34236,103.43032,103.5903,103.31089,103.41298,102.91138,102.86713,102.02312,102.07065,101.67794,100.9372,100.67802,100.53902,101.80893,101.37125,101.49628,101.25121,100.91778,100.71347,100.70888,101.24269,101.08592,100.4715,100.51635,100.59043,99.39141,99.51198,99.40812
,,,,3639.67579,101.0074,101.2728,101.19364,102.61664,102.67212,102.17479,103.28451,103.44434,103.1922,103.23834,102.72267,102.71807,101.9476,101.93108,101.58962,100.9223,100.60698,100.48835,101.76944,101.28865,101.40856,101.19045,100.83558,100.61397,100.71504,101.1498,100.94694,100.39736,100.52408,100.53071,99.41671,99.52036,99.33977
,,,,3641.60461,100.92303,101.19677,101.04692,102.50637,102.50855,102.0424,103.22335,103.35486,103.15762,103.19461,102.6905,102.71505,101.93018,101.84942,101.51172,100.95375,100.55312,100.46285,101.67633,101.20148,101.32758,101.09466,100.72317,100.53175,100.65915,101.05012,100.82922,100.33709,100.47472,100.46041,99.38172,99.42955,99.24012
,,,,3643.53342,100.98703,101.17703,101.03103,102.45288,102.51744,101.99505,103.31689,103.48457,103.37516,103.44816,102.95952,102.98497,102.13555,101.98941,101.63784,101.04316,100.57661,100.52305,101.67372,101.19533,101.31298,101.0462,100.67534,100.46969,100.63043,101.00358,100.83792,100.27719,100.44586,100.39666,99.3111,99.42115,99.20089
,,,,3645.46224,101.15677,101.24543,101.10503,102.43773,102.62016,101.97386,103.73198,104.05693,104.09477,104.56317,104.01148,104.093,102.74554,102.7154,102.19017,101.20823,100.7247,100.58199,101.64789,101.17946,101.33322,100.95568,100.53356,100.26837,100.62011,101.00403,100.79435,100.13082,100.31307,100.28774,99.05186,99.33421,99.05205
,,,,3647.39106,101.14057,101.23527,101.13493,102.45778,102.7069,101.84398,104.35833,105.00095,105.20873,106.85271,106.15998,106.25034,103.91657,104.08623,103.23526,101.31454,100.92317,100.57416,101.60799,100.92688,101.11406,100.75286,100.23159,99.79808,100.24147,100.74733,100.36871,99.65425,99.79178,99.8906,98.57686,98.88758,98.59171
,,,,3649.31987,100.60594,100.82228,100.79066,102.37097,102.54679,101.54807,103.97155,104.53094,104.83564,106.88131,106.16209,106.22525,103.81283,104.09691,103.1445,101.04593,100.71815,100.31793,101.59904,100.67968,100.79718,100.64317,100.05204,99.54766,99.81661,100.41492,99.93372,99.32736,99.56081,99.53249,98.55734,98.62969,98.20757
,,,,3651.24869,100.23719,100.52314,100.45823,102.09308,102.15183,101.25135,102.99755,103.28262,103.4677,104.51479,103.92834,103.976,102.45399,102.73049,102.10858,100.82127,100.444,100.26699,101.48256,100.74172,100.82292,100.66183,100.18883,99.82115,99.96078,100.43173,100.10836,99.60626,99.82529,99.77067,98.864,98.92859,98.52007
